|dates|Warren_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Warren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|730.0|0|2.0|0|0.0|0
0|2020-05-15|751.0|0|2.0|0|0.0|0
0|2020-05-16|751.0|0|2.0|0|0.0|0
