|dates|Okanogan_Washington_UnitedStates.JHU_ConfirmedCases.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedCases.missing|Okanogan_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Okanogan_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Okanogan_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|43.0|0|1.0|0|0.0|0
0|2020-05-25|44.0|0|1.0|0|0.0|0
0|2020-05-26|44.0|0|1.0|0|0.0|0
