|dates|Madison_Indiana_UnitedStates.JHU_ConfirmedCases.data|Madison_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Madison_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|582.0|0|59.0|0|0.0|0
0|2020-05-28|582.0|0|59.0|0|0.0|0
0|2020-05-29|582.0|0|59.0|0|0.0|0
0|2020-05-30|582.0|0|59.0|0|0.0|0
