|dates|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Helena_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|44.0|0|1.0|0|0.0|0
0|2020-05-25|49.0|0|1.0|0|0.0|0
0|2020-05-26|49.0|0|1.0|0|0.0|0
