|dates|Dunklin_Missouri_UnitedStates.JHU_ConfirmedCases.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Dunklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Dunklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Dunklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|24.0|0|2.0|0|0.0|0
0|2020-05-15|24.0|0|2.0|0|0.0|0
0|2020-05-16|24.0|0|2.0|0|0.0|0
