|dates|Valencia_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Valencia_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Valencia_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Valencia_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Valencia_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Valencia_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|73.0|0|1.0|0|0.0|0
0|2020-05-28|73.0|0|1.0|0|0.0|0
0|2020-05-29|73.0|0|1.0|0|0.0|0
0|2020-05-30|73.0|0|1.0|0|0.0|0
