|dates|Rockingham_Virginia_UnitedStates.JHU_ConfirmedCases.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|381.0|0|2.0|0|0.0|0
0|2020-05-15|388.0|0|2.0|0|0.0|0
0|2020-05-16|388.0|0|2.0|0|0.0|0
