|dates|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|165.0|0|1.0|0|0.0|0
0|2020-05-25|166.0|0|1.0|0|0.0|0
0|2020-05-26|166.0|0|1.0|0|0.0|0
