|dates|SantaBarbara_California_UnitedStates.JHU_ConfirmedCases.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedCases.missing|SantaBarbara_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaBarbara_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1604.0|0|12.0|0|0.0|0
0|2020-05-28|1604.0|0|12.0|0|0.0|0
0|2020-05-29|1604.0|0|12.0|0|0.0|0
0|2020-05-30|1604.0|0|12.0|0|0.0|0
