|dates|Kent_Maryland_UnitedStates.JHU_ConfirmedCases.data|Kent_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Kent_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Kent_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|137.0|0|14.0|0|0.0|0
0|2020-05-18|140.0|0|14.0|0|0.0|0
0|2020-05-19|144.0|0|14.0|0|0.0|0
0|2020-05-20|145.0|0|14.0|0|0.0|0
0|2020-05-21|143.0|0|14.0|0|0.0|0
0|2020-05-22|146.0|0|15.0|0|0.0|0
0|2020-05-23|146.0|0|15.0|0|0.0|0
