|dates|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|93.0|0|7.0|0|0.0|0
0|2020-05-15|95.0|0|9.0|0|0.0|0
0|2020-05-16|95.0|0|9.0|0|0.0|0
