|dates|Franklin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Franklin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|41.0|0|1.0|0|0.0|0
0|2020-05-28|41.0|0|1.0|0|0.0|0
0|2020-05-29|41.0|0|1.0|0|0.0|0
0|2020-05-30|41.0|0|1.0|0|0.0|0
