|dates|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Johnston_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|247.0|0|19.0|0|0.0|0
0|2020-05-18|259.0|0|19.0|0|0.0|0
0|2020-05-19|259.0|0|19.0|0|0.0|0
0|2020-05-20|276.0|0|19.0|0|0.0|0
0|2020-05-21|276.0|0|19.0|0|0.0|0
0|2020-05-22|314.0|0|20.0|0|0.0|0
0|2020-05-23|314.0|0|20.0|0|0.0|0
