|dates|Seward_Kansas_UnitedStates.JHU_ConfirmedCases.data|Seward_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Seward_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Seward_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Seward_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Seward_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|849.0|0|2.0|0|0.0|0
0|2020-05-28|849.0|0|2.0|0|0.0|0
0|2020-05-29|849.0|0|2.0|0|0.0|0
0|2020-05-30|849.0|0|2.0|0|0.0|0
