|dates|Colfax_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Colfax_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Colfax_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|516.0|0|0.0|0|0.0|0
0|2020-05-18|528.0|0|0.0|0|0.0|0
0|2020-05-19|532.0|0|0.0|0|0.0|0
0|2020-05-20|559.0|0|2.0|0|0.0|0
0|2020-05-21|573.0|0|2.0|0|0.0|0
0|2020-05-22|580.0|0|2.0|0|0.0|0
0|2020-05-23|580.0|0|2.0|0|0.0|0
