|dates|Washington_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Washington_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Washington_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|303.0|0|30.0|0|0.0|0
0|2020-05-18|303.0|0|30.0|0|0.0|0
0|2020-05-19|304.0|0|32.0|0|0.0|0
0|2020-05-20|304.0|0|32.0|0|0.0|0
0|2020-05-21|307.0|0|33.0|0|0.0|0
0|2020-05-22|309.0|0|33.0|0|0.0|0
0|2020-05-23|309.0|0|33.0|0|0.0|0
