|dates|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Orangeburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|139.0|0|2.0|0|0.0|0
0|2020-05-25|143.0|0|2.0|0|0.0|0
0|2020-05-26|143.0|0|2.0|0|0.0|0
