|dates|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|0.0|0|0.0|0
0|2020-05-28|58.0|0|0.0|0|0.0|0
0|2020-05-29|58.0|0|0.0|0|0.0|0
0|2020-05-30|58.0|0|0.0|0|0.0|0
