|dates|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Edgecombe_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|170.0|0|8.0|0|0.0|0
0|2020-05-18|171.0|0|9.0|0|0.0|0
0|2020-05-19|171.0|0|9.0|0|0.0|0
0|2020-05-20|174.0|0|9.0|0|0.0|0
0|2020-05-21|174.0|0|9.0|0|0.0|0
0|2020-05-22|176.0|0|9.0|0|0.0|0
0|2020-05-23|176.0|0|9.0|0|0.0|0
