|dates|Itasca_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Itasca_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Itasca_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Itasca_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Itasca_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Itasca_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|52.0|0|7.0|0|0.0|0
0|2020-05-25|53.0|0|7.0|0|0.0|0
0|2020-05-26|53.0|0|7.0|0|0.0|0
