|dates|Orange_Texas_UnitedStates.JHU_ConfirmedCases.data|Orange_Texas_UnitedStates.JHU_ConfirmedCases.missing|Orange_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|87.0|0|2.0|0|0.0|0
0|2020-05-18|87.0|0|2.0|0|0.0|0
0|2020-05-19|87.0|0|2.0|0|0.0|0
0|2020-05-20|89.0|0|2.0|0|0.0|0
0|2020-05-21|89.0|0|2.0|0|0.0|0
0|2020-05-22|89.0|0|2.0|0|0.0|0
0|2020-05-23|89.0|0|2.0|0|0.0|0
