|dates|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedCases.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|EastBatonRouge_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|3386.0|0|229.0|0|0.0|0
0|2020-05-25|3438.0|0|230.0|0|0.0|0
0|2020-05-26|3438.0|0|230.0|0|0.0|0
