|dates|Lee_Iowa_UnitedStates.JHU_ConfirmedCases.data|Lee_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Lee_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|0.0|0|0.0|0
0|2020-05-28|23.0|0|0.0|0|0.0|0
0|2020-05-29|23.0|0|0.0|0|0.0|0
0|2020-05-30|23.0|0|0.0|0|0.0|0
