|dates|Unassigned_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|84.0|0|105.0|0|0.0|0
0|2020-05-28|84.0|0|105.0|0|0.0|0
0|2020-05-29|84.0|0|105.0|0|0.0|0
0|2020-05-30|84.0|0|105.0|0|0.0|0
