|dates|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedCases.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|18.0|0|0.0|0|0.0|0
0|2020-05-15|19.0|0|0.0|0|0.0|0
0|2020-05-16|19.0|0|0.0|0|0.0|0
