|dates|Delaware_Iowa_UnitedStates.JHU_ConfirmedCases.data|Delaware_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|14.0|0|0.0|0|0.0|0
0|2020-05-25|15.0|0|0.0|0|0.0|0
0|2020-05-26|15.0|0|0.0|0|0.0|0
