|dates|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|172.0|0|3.0|0|0.0|0
0|2020-05-28|172.0|0|3.0|0|0.0|0
0|2020-05-29|172.0|0|3.0|0|0.0|0
0|2020-05-30|172.0|0|3.0|0|0.0|0
