|dates|Winston_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Winston_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Winston_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Winston_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Winston_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Winston_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|70.0|0|0.0|0|0.0|0
0|2020-05-15|73.0|0|0.0|0|0.0|0
0|2020-05-16|73.0|0|0.0|0|0.0|0
