|dates|Allegany_Maryland_UnitedStates.JHU_ConfirmedCases.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Allegany_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Allegany_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Allegany_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|177.0|0|15.0|0|0.0|0
0|2020-05-28|177.0|0|15.0|0|0.0|0
0|2020-05-29|177.0|0|15.0|0|0.0|0
0|2020-05-30|177.0|0|15.0|0|0.0|0
