|dates|Monroe_Ohio_UnitedStates.JHU_ConfirmedCases.data|Monroe_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|55.0|0|2.0|0|0.0|0
0|2020-05-18|56.0|0|2.0|0|0.0|0
0|2020-05-19|56.0|0|4.0|0|0.0|0
0|2020-05-20|59.0|0|4.0|0|0.0|0
0|2020-05-21|65.0|0|4.0|0|0.0|0
0|2020-05-22|71.0|0|7.0|0|0.0|0
0|2020-05-23|71.0|0|7.0|0|0.0|0
