|dates|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|48.0|0|1.0|0|0.0|0
0|2020-05-28|48.0|0|1.0|0|0.0|0
0|2020-05-29|48.0|0|1.0|0|0.0|0
0|2020-05-30|48.0|0|1.0|0|0.0|0
