|dates|Copiah_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Copiah_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Copiah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Copiah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Copiah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Copiah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|285.0|0|4.0|0|0.0|0
0|2020-05-28|285.0|0|4.0|0|0.0|0
0|2020-05-29|285.0|0|4.0|0|0.0|0
0|2020-05-30|285.0|0|4.0|0|0.0|0
