|dates|Holmes_Ohio_UnitedStates.JHU_ConfirmedCases.data|Holmes_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Holmes_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Holmes_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Holmes_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Holmes_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|25.0|0|1.0|0|0.0|0
0|2020-05-25|27.0|0|1.0|0|0.0|0
0|2020-05-26|27.0|0|1.0|0|0.0|0
