|dates|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Comanche_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|270.0|0|3.0|0|0.0|0
0|2020-05-25|268.0|0|3.0|0|0.0|0
0|2020-05-26|268.0|0|3.0|0|0.0|0
