|dates|Orange_NewYork_UnitedStates.JHU_ConfirmedCases.data|Orange_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Orange_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Orange_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9943.0|0|408.0|0|0.0|0
0|2020-05-18|9965.0|0|408.0|0|0.0|0
0|2020-05-19|9988.0|0|419.0|0|0.0|0
0|2020-05-20|10043.0|0|419.0|0|0.0|0
0|2020-05-21|10092.0|0|428.0|0|0.0|0
0|2020-05-22|10142.0|0|428.0|0|0.0|0
0|2020-05-23|10142.0|0|428.0|0|0.0|0
