|dates|Wood_Ohio_UnitedStates.JHU_ConfirmedCases.data|Wood_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Wood_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Wood_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|233.0|0|42.0|0|0.0|0
0|2020-05-15|237.0|0|42.0|0|0.0|0
0|2020-05-16|237.0|0|42.0|0|0.0|0
