|dates|Mitchell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Mitchell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Mitchell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Mitchell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Mitchell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Mitchell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|0.0|0|0.0|0
0|2020-05-28|9.0|0|0.0|0|0.0|0
0|2020-05-29|9.0|0|0.0|0|0.0|0
0|2020-05-30|9.0|0|0.0|0|0.0|0
