|dates|Monroe_Iowa_UnitedStates.JHU_ConfirmedCases.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|1.0|0|0.0|0
0|2020-05-18|22.0|0|1.0|0|0.0|0
0|2020-05-19|22.0|0|1.0|0|0.0|0
0|2020-05-20|22.0|0|2.0|0|0.0|0
0|2020-05-21|27.0|0|2.0|0|0.0|0
0|2020-05-22|29.0|0|3.0|0|0.0|0
0|2020-05-23|29.0|0|3.0|0|0.0|0
