|dates|Linn_Missouri_UnitedStates.JHU_ConfirmedCases.data|Linn_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Linn_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|1.0|0|0.0|0
0|2020-05-28|6.0|0|1.0|0|0.0|0
0|2020-05-29|6.0|0|1.0|0|0.0|0
0|2020-05-30|6.0|0|1.0|0|0.0|0
