|dates|Darke_Ohio_UnitedStates.JHU_ConfirmedCases.data|Darke_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Darke_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Darke_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Darke_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Darke_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|156.0|0|19.0|0|0.0|0
0|2020-05-28|156.0|0|19.0|0|0.0|0
0|2020-05-29|156.0|0|19.0|0|0.0|0
0|2020-05-30|156.0|0|19.0|0|0.0|0
