|dates|Washington_Maryland_UnitedStates.JHU_ConfirmedCases.data|Washington_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Washington_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|408.0|0|11.0|0|0.0|0
0|2020-05-25|413.0|0|11.0|0|0.0|0
0|2020-05-26|413.0|0|11.0|0|0.0|0
