|dates|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Landry_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|231.0|0|51.0|0|0.0|0
0|2020-05-18|235.0|0|51.0|0|0.0|0
0|2020-05-19|237.0|0|51.0|0|0.0|0
0|2020-05-20|237.0|0|52.0|0|0.0|0
0|2020-05-21|244.0|0|52.0|0|0.0|0
0|2020-05-22|247.0|0|52.0|0|0.0|0
0|2020-05-23|247.0|0|52.0|0|0.0|0
