|dates|Martin_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Martin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|113.0|0|4.0|0|0.0|0
0|2020-05-15|114.0|0|4.0|0|0.0|0
0|2020-05-16|114.0|0|4.0|0|0.0|0
