|dates|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rowan_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|613.0|0|27.0|0|0.0|0
0|2020-05-28|613.0|0|27.0|0|0.0|0
0|2020-05-29|613.0|0|27.0|0|0.0|0
0|2020-05-30|613.0|0|27.0|0|0.0|0
