|dates|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Hughes_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4127.0|0|247.0|0|0.0|0
0|2020-05-15|4127.0|0|247.0|0|0.0|0
0|2020-05-16|4127.0|0|247.0|0|0.0|0
