|dates|Audubon_Iowa_UnitedStates.JHU_ConfirmedCases.data|Audubon_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Audubon_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Audubon_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Audubon_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Audubon_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|1.0|0|0.0|0
0|2020-05-15|11.0|0|1.0|0|0.0|0
0|2020-05-16|11.0|0|1.0|0|0.0|0
