|dates|Smith_Texas_UnitedStates.JHU_ConfirmedCases.data|Smith_Texas_UnitedStates.JHU_ConfirmedCases.missing|Smith_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Smith_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Smith_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Smith_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|189.0|0|3.0|0|0.0|0
0|2020-05-18|189.0|0|3.0|0|0.0|0
0|2020-05-19|192.0|0|3.0|0|0.0|0
0|2020-05-20|192.0|0|4.0|0|0.0|0
0|2020-05-21|195.0|0|4.0|0|0.0|0
0|2020-05-22|195.0|0|4.0|0|0.0|0
0|2020-05-23|195.0|0|4.0|0|0.0|0
