|dates|Multnomah_Oregon_UnitedStates.JHU_ConfirmedCases.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Multnomah_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Multnomah_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Multnomah_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|984.0|0|55.0|0|0.0|0
0|2020-05-18|996.0|0|55.0|0|0.0|0
0|2020-05-19|1005.0|0|55.0|0|0.0|0
0|2020-05-20|1018.0|0|57.0|0|0.0|0
0|2020-05-21|1026.0|0|57.0|0|0.0|0
0|2020-05-22|1037.0|0|58.0|0|0.0|0
0|2020-05-23|1037.0|0|58.0|0|0.0|0
