|dates|Taylor_Texas_UnitedStates.JHU_ConfirmedCases.data|Taylor_Texas_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|217.0|0|6.0|0|0.0|0
0|2020-05-18|217.0|0|6.0|0|0.0|0
0|2020-05-19|222.0|0|6.0|0|0.0|0
0|2020-05-20|225.0|0|6.0|0|0.0|0
0|2020-05-21|225.0|0|6.0|0|0.0|0
0|2020-05-22|228.0|0|5.0|0|0.0|0
0|2020-05-23|228.0|0|5.0|0|0.0|0
