|dates|Newton_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Newton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|161.0|0|2.0|0|0.0|0
0|2020-05-15|172.0|0|2.0|0|0.0|0
0|2020-05-16|172.0|0|2.0|0|0.0|0
