|dates|Jackson_Colorado_UnitedStates.JHU_ConfirmedCases.data|Jackson_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|17367.0|0|903.0|0|0.0|0
0|2020-05-18|17367.0|0|903.0|0|0.0|0
0|2020-05-19|17367.0|0|903.0|0|0.0|0
0|2020-05-20|17367.0|0|903.0|0|0.0|0
0|2020-05-21|17367.0|0|903.0|0|0.0|0
0|2020-05-22|17367.0|0|903.0|0|0.0|0
0|2020-05-23|17367.0|0|903.0|0|0.0|0
