|dates|Mingo_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Mingo_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Mingo_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Mingo_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Mingo_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Mingo_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|1.0|0|0.0|0
0|2020-05-28|6.0|0|1.0|0|0.0|0
0|2020-05-29|6.0|0|1.0|0|0.0|0
0|2020-05-30|6.0|0|1.0|0|0.0|0
